ESTADO;MUNICÍPIO;FAZENDA;NÚMERO DA MATRIZ;DATA DE NASCIMENTO;DATA DE ENTRADA NA FAZENDA;DATA DE APTIDÃO;RAÇA DA MATRIZ;DATA DE BAIXA;TIPO DE BAIXA;MOTIVO DE BAIXA;GANHO DE PESO NASCIMENTO A DESM;PROPRIETÁRIO;IDSEMEN PAI;NÚMERO PAI;IDSEMEN AVÔ MATERNO;NÚMERO AVÔ MATERNO;DATA DO ÚLTIMO PARTO;TIPO DE PARTO;ORDEM DE PARTO;RETENÇÃO DE PLACENTA;GEMELAR ÚLTIMO PARTO;SEXO CRIA 1 - ÚLTIMO PARTO;SEXO CRIA 2 - ÚLTIMO PARTO;PESO AO PARTO;ECC NA SECAGEM;ECC ÚLTIMO PARTO;DATA DO SERVIÇO;TIPO DO SERVIÇO;INSEMINADOR;CONDIÇÃO DE IA;PROTOCOLO;REPRODUTOR;IDSEMEN REPRODUTOR;TIPO DE SÊMEN;RAÇA DO REPRODUTOR;ORDEM DE TENTATIVA;INTERVALO ENTRE TENTATIVAS;Tº RETAL IA/IATF;SETOR NA TENTATIVA;DATA DO DIAGNOSTICO;DIAGNÓSTICO;DATA DA PERDA DE PRENHEZ;TIPO DA PERDA DE PRENHEZ;CCS NO PRIMEIRO MÊS PÓS PARTO;CCS;PRODUÇÃO LACTAÇÃO ANTERIOR;DURAÇÃO DA LACTAÇÃO ANTERIOR (D;PERIODO SECO ANTERIOR (DIAS);PRODUÇÃO DE LEITE;DOENÇA NA LACTAÇÃO;ESCORE;CL INÍCIO PROTOCOLO;PEV;PARTO_REAL;TIPO_PARTO_REAL;SEXO CRIA 1 - ÚLTIMO PARTO REAL;SEXO CRIA 2 - ÚLTIMO PARTO REAL;DATA DE INÍCIO DA PRIMEIRA LACT;DATA DE TÉRMINO DA PRIMEIRA LAC;PRODUÇÃO TOTAL NA PRIMEIRA LACT;
;;Fazenda Estreito Ponte de Pedra;7656;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;HELIO RODARTE E SILVA;;;;;;;0;;;;;;;;03/02/2026;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;03/03/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;8013;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;HELIO RODARTE E SILVA;;;;;;;0;;;;;;;;23/11/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;23/12/2025;POSITIVO;03/07/2026;DIAGNÓSTICO;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;861;28/02/2024;30/12/2025;27/02/2025;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;15/07/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;15/08/2025;POSITIVO;;;;;;;;;0;;0;45;27/04/2026;Normal;F;;27/04/2026;;4429;
;;Fazenda Estreito Ponte de Pedra;861;28/02/2024;30/12/2025;27/02/2025;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;27/04/2026;Normal;1;0;NÃO;F;;;;;23/06/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;HAGEN;;S;Holandês;1;;;Principal - Leite;;ABERTO;;;;;;;;4429;0;;0;45;;;;;27/04/2026;;4429;
;;Fazenda Estreito Ponte de Pedra;8907;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;HELIO RODARTE E SILVA;;;;;;;0;;;;;;;;03/02/2026;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;03/03/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;8919;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;JAIRO ALEXANDRE RODARTE E SILVA;;;;;;;0;;;;;;;;03/02/2026;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;03/03/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;9251;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;JAIRO ALEXANDRE RODARTE E SILVA;;;;;;;0;;;;;;;;23/11/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;23/12/2025;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;9320;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;JAIRO ALEXANDRE RODARTE E SILVA;;;;;;;0;;;;;;;;23/11/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;23/12/2025;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;9321;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;JAIRO ALEXANDRE RODARTE E SILVA;;;;;;;0;;;;;;;;23/11/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;23/12/2025;POSITIVO;30/06/2026;DIAGNÓSTICO;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;9321;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;JAIRO ALEXANDRE RODARTE E SILVA;;;;;;;0;;;;;;;;01/07/2026;Cobertura;;CIO NATURAL;;SEVAVERDE;;;Holandês;2;220;;Principal - Leite;;ABERTO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;9322;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;JAIRO ALEXANDRE RODARTE E SILVA;;;;;;;0;;;;;;;;23/11/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;23/12/2025;POSITIVO;03/07/2026;DIAGNÓSTICO;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;9370;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;JAIRO ALEXANDRE RODARTE E SILVA;;;;;;;0;;;;;;;;03/02/2026;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;03/03/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;9372;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;JAIRO ALEXANDRE RODARTE E SILVA;;;;;;;0;;;;;;;;23/11/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;23/12/2025;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;9373;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;JAIRO ALEXANDRE RODARTE E SILVA;;;;;;;0;;;;;;;;03/02/2026;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;03/03/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;9376;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;JAIRO ALEXANDRE RODARTE E SILVA;;;;;;;0;;;;;;;;23/11/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;23/12/2025;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;9378;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;JAIRO ALEXANDRE RODARTE E SILVA;;;;;;;0;;;;;;;;23/11/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;23/12/2025;POSITIVO;03/07/2026;DIAGNÓSTICO;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;A-282;24/05/2018;24/05/2018;24/05/2019;Holandês;04/12/2025;Morte;Neosporose;;;;;;;;;0;;;;;;;;27/11/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;27/12/2023;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;A-368;02/01/2019;02/01/2019;02/01/2020;Holandês;04/12/2025;Morte;Neosporose;;;;;;;;;0;;;;;;;;10/10/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;10/11/2023;POSITIVO;;;;;;;;;0;;0;45;10/07/2024;Normal;;;10/07/2024;;0;
;;Fazenda Estreito Ponte de Pedra;A-472;31/08/2019;31/08/2019;30/08/2020;Holandês;04/12/2025;Morte;Neosporose;;;;;;;;;0;;;;;;;;05/11/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;05/12/2023;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;A-50;17/09/2016;17/09/2016;17/09/2017;Holandês;04/12/2025;Morte;Neosporose;;;;;;;;;0;;;;;;;;27/11/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;27/12/2023;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;A-603;23/10/2020;23/10/2020;23/10/2021;Holandês;04/12/2025;Morte;Neosporose;;;;ABS LABEL;;;;;0;;;;;;;;09/03/2024;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;09/04/2024;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;A-857 R1;02/12/2014;02/12/2014;02/12/2015;Holandês;04/12/2025;Morte;Neosporose;;;;;;;;;0;;;;;;;;27/11/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;27/12/2023;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;A-857 R2;02/12/2014;02/12/2014;02/12/2015;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;21/11/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;11/01/2024;POSITIVO;;;;;;;;;0;;0;45;11/08/2024;Natimorto;;;11/08/2024;;2295;
;;Fazenda Estreito Ponte de Pedra;A-857 R2;02/12/2014;02/12/2014;02/12/2015;Holandês;04/12/2025;Morte;Outras;;;;;;;11/08/2024;Natimorto;1;0;;;;;;;07/10/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;07/11/2024;NEGATIVO;;;;;;;;2295;0;;0;45;;;;;11/08/2024;;2295;
;;Fazenda Estreito Ponte de Pedra;A-857 R2;02/12/2014;02/12/2014;02/12/2015;Holandês;04/12/2025;Morte;Outras;;;;;;;11/08/2024;Natimorto;1;0;;;;;;;18/11/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;42;;Principal - Leite;19/12/2024;NEGATIVO;;;;;;;;2295;0;;0;45;;;;;11/08/2024;;2295;
;;Fazenda Estreito Ponte de Pedra;A-857 R2;02/12/2014;02/12/2014;02/12/2015;Holandês;04/12/2025;Morte;Outras;;;;;;;11/08/2024;Natimorto;1;0;;;;;;;30/12/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;3;42;;Principal - Leite;10/02/2025;POSITIVO;;;;;;;;2295;0;;0;45;;;;;11/08/2024;;2295;
;;Fazenda Estreito Ponte de Pedra;A-975 R1;04/04/2016;04/04/2016;04/04/2017;Holandês;04/12/2025;Morte;Neosporose;;;;;;;;;0;;;;;;;;05/11/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;05/12/2023;POSITIVO;;;;;;;;;0;;0;45;03/08/2024;Normal;;;03/08/2024;;0;
;;Fazenda Estreito Ponte de Pedra;A-975 R2;04/04/2016;04/04/2016;04/04/2017;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;30/10/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;30/11/2023;POSITIVO;;;;;;;;;0;;0;45;03/08/2024;Normal;;;03/08/2024;;0;
;;Fazenda Estreito Ponte de Pedra;AJ-628;30/11/2014;30/11/2014;30/11/2015;Holandês;04/12/2025;Morte;Neosporose;;;;;;;;;0;;;;;;;;27/11/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;27/12/2023;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;B-834;02/08/2014;02/08/2014;02/08/2015;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;17/06/2024;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;25/07/2024;POSITIVO;;;;;;;;;0;;0;45;15/03/2025;Natimorto;;;15/03/2025;;0;
;;Fazenda Estreito Ponte de Pedra;B-880;11/05/2015;11/05/2015;10/05/2016;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;16/09/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;19/10/2023;NEGATIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;B-880;11/05/2015;11/05/2015;10/05/2016;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;30/10/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;2;44;;Principal - Leite;30/11/2023;NEGATIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;B-880;11/05/2015;11/05/2015;10/05/2016;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;11/12/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;3;42;;Principal - Leite;11/01/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;B-880;11/05/2015;11/05/2015;10/05/2016;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;22/01/2024;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;4;42;;Principal - Leite;22/02/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;B-880;11/05/2015;11/05/2015;10/05/2016;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;04/03/2024;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;5;42;;Principal - Leite;04/04/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;B-880;11/05/2015;11/05/2015;10/05/2016;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;15/04/2024;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;6;42;;Principal - Leite;16/05/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;B-880;11/05/2015;11/05/2015;10/05/2016;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;27/05/2024;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;7;42;;Principal - Leite;19/06/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;B-880;11/05/2015;11/05/2015;10/05/2016;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;20/06/2024;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;8;24;;Principal - Leite;25/07/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;B-880;11/05/2015;11/05/2015;10/05/2016;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;03/08/2024;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;9;44;;Principal - Leite;05/09/2024;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
